200032|236169|C|F346|1|0|0
500248|236170|X|C416|0|0|
500248|236170|X|C936|0|0|
500248|236170|C|D002|1|0.01|0
500248|236170|C|E001|1|2.83|4
500248|236170|C|E005|1|0.68|2
500248|236170|C|F001|1|0.01|0
500248|236170|C|F004|1|0.02|0
500248|236170|C|F008|1|0.02|0
500248|236170|C|G002|1|0.02|0
500248|236170|C|G008|1|3.21|4
500248|236170|C|M006|1|0.01|0
500248|236170|C|W002|1|0.01|0
500248|236170|C|W011|1|0.15|1
500248|236170|X|A999|2|1.43|0
500248|236170|C|F002|2|2.08|0
500248|236170|C|F013|2|2.13|0
500248|236170|C|F014|2|2.13|0
500248|236170|C|F024|2|1.3|0
500248|236170|C|F025|2|1.82|0
500248|236170|C|F031|2|1.66|0
500248|236170|C|F033|2|3.1|0
500248|236170|C|F040|2|1.51|0
500248|236170|C|F215|2|1.51|0
500248|236170|C|F259|2|1.61|0
500248|236171|X|C416|0|0|
500248|236171|X|C936|0|0|
500248|236171|C|D002|1|0.04|0/1
500248|236171|C|E001|1|0.02|0
500248|236171|C|E005|1|0.02|0
500248|236171|C|F001|1|0.01|0
500248|236171|C|F004|1|0|0
500248|236171|C|F008|1|0.02|0
500248|236171|C|G002|1|0.13|1
500248|236171|C|G008|1|3.35|4
500248|236171|C|M006|1|0|0
500248|236171|C|W002|1|0|0
500248|236171|C|W011|1|0.75|2
500248|236171|X|A999|2|2.36|0
500248|236171|C|F002|2|3.26|0
500248|236171|C|F013|2|1.25|0
500248|236171|C|F014|2|4.03|0/1
500248|236171|C|F024|2|0|0
500248|236171|C|F025|2|0|0
500248|236171|C|F031|2|1.82|0
500248|236171|C|F033|2|0|0
500248|236171|C|F040|2|0|0
500248|236171|C|F215|2|0|0
500248|236171|C|F259|2|1.46|0
200032|236172|X|A999|2|1.69|0
200032|236172|C|F078|2|5.26|1
200032|236172|C|F079|2|1.77|0
200032|236173|C|T106|1|0.01|0
200032|236173|C|T146|1|0.48|2
200032|236174|X|A999|2|1.54|0
200032|236174|C|F079|2|2.54|0
200032|236175|C|T112|1|0.01|0
200032|236176|C|F247|1|0.5|2
200032|236177|C|T106|1|0|0
200032|236177|C|T146|1|0|0
200032|236178|X|A999|2|2.05|0
200032|236178|C|M002|2|5.98|1
200032|236178|C|M006|2|4.49|0/1
200032|236179|C|T146|1|0.71|2
200032|236180|C|T146|1|0.01|0
200032|236181|C|F151|1|0.01|0
200032|236181|C|M020|1|0|0
200032|236181|C|W113|1|0.2|2
200032|236182|C|F373|1|0|0
200032|236183|C|F305|1|0.09|1
200032|236184|C|F305|1|0|0
200032|236185|C|F247|1|0|0
200032|236186|C|F140|1|0.07|1
200032|236187|C|F247|1|0|0
500233|236188|C|F352|1|0|0
500233|236189|C|F352|1|0|0
200006|236190|C|F303|1|0.01|0
200006|236191|X|A999|2|1.33|0
200006|236191|C|F002|2|34.9|4
200006|236191|C|F025|2|1.2|0
200006|236191|C|F078|2|6.14|1
200006|236191|C|F090|2|0|0
200006|236191|C|F125|2|1.15|0
200006|236191|C|F212|2|1.3|0
200006|236191|C|F236|2|20.24|3
200006|236191|C|F263|2|1.72|0
200006|236191|C|M031|2|19.55|3
200006|236192|C|F120|1|0|0
200006|236193|X|A999|2|0|0
200006|236193|C|H001|2|15.56|2
200006|236194|C|F346|1|0.2|2
200006|236195|C|F301|1|0|0
200006|236195|C|F303|1|0.01|0
200006|236196|X|600-4|0|0|
200006|236196|X|600-6|0|0|
200006|236196|C|F001|1|0.13|1
200006|236196|C|F002|1|0.05|1
200006|236196|C|F003|1|2.97|4
200006|236196|C|F004|1|0.03|0
200006|236196|C|F008|1|2.28|3
200006|236196|C|F013|1|0.28|2
200006|236196|C|F014|1|0.02|0
200006|236196|C|F020|1|0.24|2
200006|236196|C|F040|1|0.02|0
200006|236196|C|F041|1|1.03|3
200006|236196|C|F044|1|0.01|0
200006|236196|C|F078|1|0.02|0
200006|236196|C|F079|1|0.02|0
200006|236196|C|F092|1|0.04|0/1
200006|236196|C|F111|1|0.05|1
200006|236196|C|F119|1|0.05|1
200006|236196|C|F120|1|0.36|2
200006|236196|C|F204|1|0.63|2
200006|236196|C|F001|3|3.19|2
200006|236196|C|F002|3|33.2|5
200006|236196|C|F003|3|0|0
200006|236196|C|F004|3|8.7|3
200006|236196|C|F008|3|0|0
200006|236196|C|F013|3|1.51|0
200006|236196|C|F014|3|0|0
200006|236196|C|F020|3|0|0
200006|236196|C|F044|3|0|0
200006|236196|C|F078|3|10.31|3
200006|236196|C|F079|3|8.12|3
200006|236196|C|F092|3|10.18|3
200006|236197|X|A999|2|1.23|0
200006|236197|C|F018|2|1.1|0
200006|236197|C|F036|2|1.2|0
200006|236197|C|F047|2|2.44|0
200006|236197|C|F089|2|1.82|0
200006|236197|C|F095|2|1.66|0
200006|236197|C|F104|2|1.36|0
200006|236197|C|F111|2|1.3|0
200006|236197|C|F138|2|0|0
200006|236197|C|F207|2|1.3|0
200006|236197|C|F256|2|1.3|0
200006|236197|C|F290|2|1.25|0
200006|236197|C|F303|2|1.56|0
200006|236197|C|F305|2|3.46|0
200006|236197|C|F306|2|0|0
200006|236197|C|F308|2|1.25|0
200006|236197|C|F311|2|0|0
200006|236197|C|F312|2|0|0
200006|236197|C|F345|2|2.38|0
100078|236198|C|D001|1|1.89|3
100078|236198|C|D002|1|0.75|2
100078|236198|C|E001|1|0.78|2
100078|236198|C|E005|1|0.22|2
100078|236198|C|E010|1|0.04|0/1
